"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Gm37045",0.664932841157887,-2.86216422506734,0.712814825314981,0.47876271639907,0.666712912270355,-5.02853432235362
"Gm43813",0.67289813122255,-2.98302091819558,0.705259754814001,0.483416425343434,0.671481373765357,-5.02853609660468
"Dbt",-0.268192689011776,3.24580679703248,-1.82063751583886,0.0737209675391526,0.204251061342496,-5.02859908056502
"Gm5461",-0.642357079006844,-3.67512160005884,-0.716733704241731,0.476358716159427,0.664245900125899,-5.02860208944923
"Gm10617",0.668828483661229,-3.91880589221478,0.728811823703216,0.468992340394882,0.657938548120373,-5.02869308551676
"Gm49027",-0.642422768923609,-3.67512160005884,-0.716472425451071,0.47651878392197,0.664367325260759,-5.02873563766257
"Arg1",-0.642422768923609,-3.67512160005884,-0.716472425451071,0.47651878392197,0.664367325260759,-5.02873563766257
"Lrmp",0.555100700326527,0.0631503097878218,1.27862785873784,0.206021727697041,0.423381403472323,-5.02874558868714
"Muc15",-0.672897045467601,-3.9392820168457,-0.732387549930418,0.466823986109139,0.655975021287616,-5.02898507978737
"Kbtbd3",0.425992809004613,1.27689744712156,1.49599902137902,0.139970176027976,0.325900886493514,-5.02937436001292
"Gm36028",0.650181825960765,-3.55229400103114,0.706137469320127,0.482874488454892,0.671077776679404,-5.02942561015048
"Tubb4b-ps2",0.651961283909662,-3.55229400103114,0.705981016267515,0.482971064185148,0.671085660582526,-5.02950407824427
"Olfr55",-0.661025934370934,-3.41096118327198,-0.705614537447965,0.483197327253852,0.671279477783931,-5.02950625552581
"Rin3",-0.212301845408336,4.58586328019096,-1.99034108656167,0.0511803768993642,0.154994183430292,-5.02951709953471
"Gm49271",0.651706711605422,-3.55229400103114,0.705880301967954,0.48303323905041,0.671085660582526,-5.02955458189953
"Irf5",0.258515706267831,3.98636291408542,1.92152251745562,0.0594875562226935,0.173142901063003,-5.02955631876301
"Gm38293",-0.687890537897491,-2.37085382895654,-0.791011187652213,0.432097451125233,0.622686426612314,-5.02985350014556
"Gm48693",0.669326969870964,-2.61650902701194,0.740264108535684,0.462067743641551,0.652076686078545,-5.03000269035593
"Lrrc4c",-0.651759297878286,-3.95778723557716,-0.731203354578095,0.467541461063983,0.656510242056573,-5.03007719747759
"Dnase2a",0.182970675728823,6.35698001999928,2.16240854669915,0.0346413666659736,0.114204008154985,-5.03014923889947
"Gm20075",-0.26153752619433,3.2627531030404,-1.82225367986385,0.0734721984354229,0.20379521482966,-5.03022986119113
"Lilrb4a",0.670113499447988,-3.55229400103114,0.704178104932197,0.484084745739115,0.671897029170378,-5.03040709008487
"4930429D17Rik",-0.648715376778906,-3.42946640200344,-0.703551995489892,0.484471835470772,0.672263448915106,-5.03041773039353
"Snord71",-0.647512055735099,-3.42946640200344,-0.703278529511816,0.484640958721018,0.672429788110098,-5.0305543424758
"Gm17334",-0.647512055735099,-3.42946640200344,-0.703278529511816,0.484640958721018,0.672429788110098,-5.0305543424758
"Adcy5",0.663110144909036,-3.14482986058566,0.695082650234436,0.489724843586312,0.678002246187965,-5.0306136453304
"Gm34006",0.678999477330437,-3.55229400103114,0.703574951780065,0.484457639795566,0.672263448915106,-5.03070868292714
"Lrrn4",0.676414854208263,-3.79794919908654,0.716873052188391,0.476273359495394,0.664195515308603,-5.03071619729033
"Gm47991",0.694509020268733,-1.43290268181312,0.987261568624478,0.327535350642977,0.56375719004146,-5.03071634215163
"Gm25763",0.66257136973696,-4.32627003266026,0.758542099519322,0.451138170021754,0.641593146647781,-5.03072347028833
"Gm16741",0.66257136973696,-4.32627003266026,0.758542099519322,0.451138170021754,0.641593146647781,-5.03072347028833
"Gm13528",0.66257136973696,-4.32627003266026,0.758542099519322,0.451138170021754,0.641593146647781,-5.03072347028833
"Col8a2",-0.666380502529351,-3.65464547542792,-0.71176949355733,0.479405111792784,0.667369259162192,-5.03096970576191
"1600029O15Rik",-0.668091321641172,-3.79597829318708,-0.718661959122366,0.475178340133552,0.663345736188518,-5.03105559604736
"Gm46430",-0.257267626925133,3.48829514840038,-1.85373674598027,0.0687649007812396,0.193245152375559,-5.03106894924198
"Gm11634",-0.66633081249105,-3.79597829318708,-0.717928994814776,0.475626828231895,0.663699821070487,-5.03143235440073
"Myh2",-0.669189606289516,-3.9392820168457,-0.72767892223674,0.469680532793076,0.658633302982619,-5.03145599333662
"Gm13655",-0.669189606289516,-3.9392820168457,-0.72767892223674,0.469680532793076,0.658633302982619,-5.03145599333662
"Tsga10ip",0.663629146794967,-2.73933662603964,0.721236982770109,0.473604616285318,0.66240121168322,-5.0316539362772
"Nfe2",-0.646705291159894,-3.42946640200344,-0.700683708506819,0.486247340398543,0.674281745087499,-5.03184801947143
"Gm4853",-0.646705291159894,-3.42946640200344,-0.700683708506819,0.486247340398543,0.674281745087499,-5.03184801947143
"Rln3",-0.687941656491628,-3.24163759262714,-0.698711467045788,0.487470272697595,0.675603367232814,-5.0318677668381
"Pik3c2b",0.309824836420242,2.75114141159103,1.74522097057584,0.0861390026179911,0.227992414896722,-5.03197013056017
"Acat3",-0.685236407999021,-2.30585261860794,-0.79717873980237,0.428535323946527,0.619023174513743,-5.03201907809615
"Gm26681",-0.645041642385854,-3.14680076648512,-0.697833921590284,0.488014961236895,0.676183506519987,-5.03210469816999
"Pax2",-0.67397623047139,-4.17334705935892,-0.744757039315626,0.459367167752885,0.649978716504899,-5.03216332095107
"Gm47087",0.64569039053102,-4.32627003266026,0.755494345259098,0.452950127922051,0.643146678686302,-5.03240506141827
"Gm45240",0.64569039053102,-4.32627003266026,0.755494345259098,0.452950127922051,0.643146678686302,-5.03240506141827
"Gm28374",0.64569039053102,-4.32627003266026,0.755494345259098,0.452950127922051,0.643146678686302,-5.03240506141827
"Gm13481",0.64569039053102,-4.32627003266026,0.755494345259098,0.452950127922051,0.643146678686302,-5.03240506141827
"3110062G12Rik",0.64569039053102,-4.32627003266026,0.755494345259098,0.452950127922051,0.643146678686302,-5.03240506141827
"Aldoc",-0.689902017103965,-2.82279909129025,-0.725942139634076,0.470736669428929,0.659910992971701,-5.0325223856155
"2200002D01Rik",-0.2576607867198,3.49149160824289,-1.85355569102053,0.0687912277457809,0.193299244294509,-5.03262281466479
"Gm48622",0.655882599854929,-4.08061483460486,0.733470233358933,0.466168563253248,0.655323807297628,-5.03270757178985
"Pou1f1",0.674254126253583,-3.30031082794257,0.691932599046264,0.491686616355478,0.679801517827853,-5.0327252777378
"Opn1sw",-0.711713184609725,-1.71521882719217,-0.920668873711853,0.360962662185716,0.598833986409803,-5.03278158931164
"Lexm",0.658336176873069,-4.32627003266026,0.754656751850092,0.453448833144734,0.643705930894325,-5.03286604458395
"Gm46436",0.658336176873069,-4.32627003266026,0.754656751850092,0.453448833144734,0.643705930894325,-5.03286604458395
"Gm26790",0.655127830880248,-4.08061483460486,0.732833058667155,0.466554225521771,0.65573092986376,-5.03304469356195
"Defb47",0.655127830880248,-4.08061483460486,0.732833058667155,0.466554225521771,0.65573092986376,-5.03304469356195
"Gm32899",0.673499989679863,-1.39114688117822,0.993150139032025,0.324681864669634,0.560010591115064,-5.03319630472183
"Timd4",0.653497384046788,-3.79794919908654,0.711499705399597,0.479570984970185,0.667532107583894,-5.03345943184046
"Gm43588",0.653497384046788,-3.79794919908654,0.711499705399597,0.479570984970185,0.667532107583894,-5.03345943184046
"Gm14303",0.332909964417405,2.32664181593262,1.67493229685134,0.0992265804331251,0.253275230330963,-5.03373465664356
"Nectin4",0.697383162497631,-2.24366916079513,0.803300702271482,0.425016909892212,0.617721697858202,-5.03374870138695
"Spx",-0.707297556975547,-1.63444385602637,-0.935619809075508,0.35327276699877,0.589607669450658,-5.03382898670494
"Serpinb9e",-0.639292205256832,-4.20344243363256,-0.742967700157661,0.460441602084761,0.651060419849242,-5.0341783153538
"Gm6581",-0.639292205256832,-4.20344243363256,-0.742967700157661,0.460441602084761,0.651060419849242,-5.0341783153538
"Rpl27-ps1",-0.714268157609394,-1.79232701041997,-0.901187107875466,0.371143250541204,0.600621078500135,-5.0343858653316
"Zfp784",-0.641721312966095,-3.42946640200344,-0.695279580012181,0.489602344302824,0.677901390116479,-5.03452728317372
"Lpl",0.64695826979893,-3.79794919908654,0.709393279277128,0.480867177172943,0.668995313178193,-5.03452930979456
"Gm13357",-0.66325093684412,-3.42313842697027,-0.695321319412462,0.489576382669073,0.67789981651764,-5.03454809202873
"Gm17813",-0.690541794813539,-3.54596602599797,-0.698900662809179,0.487352883852222,0.675540365449371,-5.03527370521025
"Pate1",-0.636883018115861,-4.20344243363256,-0.740906200791083,0.461681244085385,0.651700119480837,-5.03528849940293
"Gm8075",-0.636883018115861,-4.20344243363256,-0.740906200791083,0.461681244085385,0.651700119480837,-5.03528849940293
"Gm13078",-0.636883018115861,-4.20344243363256,-0.740906200791083,0.461681244085385,0.651700119480837,-5.03528849940293
"CT025731.4",-0.636883018115861,-4.20344243363256,-0.740906200791083,0.461681244085385,0.651700119480837,-5.03528849940293
"Slc25a21",-0.658123389294707,-3.9392820168457,-0.71960845338839,0.47459954902819,0.663181347114562,-5.03565484928806
"Piga",0.227408376886716,4.29170614004438,1.95473895605681,0.0553445977893546,0.164342641565235,-5.03574505974247
"Hist1h2bl",0.641080337171992,-4.32627003266026,0.749182661308404,0.456715934540646,0.647166313346553,-5.0358665120536
"Gm7654",0.641080337171992,-4.32627003266026,0.749182661308404,0.456715934540646,0.647166313346553,-5.0358665120536
"Gm44907",0.641080337171992,-4.32627003266026,0.749182661308404,0.456715934540646,0.647166313346553,-5.0358665120536
"Top2a",-0.188217444191461,9.8727655806088,-2.47078781988666,0.016381811084782,0.0619925326070042,-5.03586916687923
"Gm8520",-0.639343292470523,-3.42946640200344,-0.692142518587786,0.491555749338915,0.679717162449377,-5.03607326202644
"4930556G22Rik",0.644908561833515,-3.79794919908654,0.706100721900436,0.482897171027042,0.671077776679404,-5.03619542099668
"Tmprss11a",-0.636445598354219,-4.20344243363256,-0.739127594538802,0.462752308137557,0.652435836344086,-5.0362439158525
"Gm26867",-0.636445598354219,-4.20344243363256,-0.739127594538802,0.462752308137557,0.652435836344086,-5.0362439158525
"4933402D24Rik",-0.636445598354219,-4.20344243363256,-0.739127594538802,0.462752308137557,0.652435836344086,-5.0362439158525
"Gm5523",-0.663875081614234,-2.63698515164286,-0.741022981176999,0.461610969468878,0.651700119480837,-5.03626981846359
"Gm27006",-0.647384617695271,-3.26765745961336,-0.688558058864157,0.493792985564933,0.682112760867141,-5.03630129600395
"BC025446",0.654126580247901,-3.55229400103114,0.692094265543433,0.491585829318956,0.679717162449377,-5.0364011021671
"Gm23138",0.674706354097266,-4.05051946033122,0.723847094134498,0.472012452527065,0.661292085637298,-5.03673853028916
"Gm36546",0.643591541345109,-3.79794919908654,0.705012913536496,0.483568896234592,0.671556519833088,-5.03674421087725
"Gpr37",-0.633045327398538,-4.20344243363256,-0.737485034625596,0.463742707027913,0.653367213676245,-5.03712426024902
"Gm43017",-0.633045327398538,-4.20344243363256,-0.737485034625596,0.463742707027913,0.653367213676245,-5.03712426024902
"Clec4a1",-0.633045327398538,-4.20344243363256,-0.737485034625596,0.463742707027913,0.653367213676245,-5.03712426024902
"Gm12526",-0.674015271491571,-3.76995842620086,-0.70589456336405,0.483024434663452,0.671085660582526,-5.03714644922124
"Gm18609",0.429565163575319,1.36032280338706,1.50516962335217,0.13760149386744,0.32349092718377,-5.03716507939223
"Phf20-ps",-0.634036411213248,-4.20344243363256,-0.737063221991203,0.463997238673185,0.653549935340623,-5.03735002574175
"Gm25899",-0.634036411213248,-4.20344243363256,-0.737063221991203,0.463997238673185,0.653549935340623,-5.03735002574175
"Gm37653",-0.651936946615286,-3.14680076648512,-0.686937194703332,0.494806478109223,0.682987311583293,-5.03745857968576
"Gm47690",-0.64947765326723,-3.67512160005884,-0.698663975671642,0.487499741764241,0.675606752352625,-5.0377258511101
"Gm23639",-0.644952145243298,-3.26765745961336,-0.685319753107887,0.495818966079117,0.683670423368986,-5.03787954647406
"AC154187.2",-0.644952145243298,-3.26765745961336,-0.685319753107887,0.495818966079117,0.683670423368986,-5.03787954647406
"Tmem51",-0.680569926656139,-2.8806694437988,-0.709121994352207,0.481034254848769,0.66907166216658,-5.03798519504134
"Heatr9",-0.646725340887355,-3.67512160005884,-0.69768082858556,0.488110019862016,0.676280902753669,-5.03821572215771
"Gm46522",0.677847485099623,-2.34483396197032,0.774246398000775,0.441868557358988,0.632859786835303,-5.03822675188191
"Mxra8os",-0.641742473626212,-3.18381120394804,-0.684091658433537,0.496588486958212,0.684278236532669,-5.03834017448477
"C920006O11Rik",0.432859176501391,1.2401119708967,1.48293958446159,0.143398697303725,0.332184274454768,-5.03840216451107
"9330198N18Rik",-0.650936474691374,-3.14680076648512,-0.684521217581489,0.496319252095244,0.684114371660433,-5.03863444352265
"Mkrn2os",-0.629515932030562,-4.20344243363256,-0.734493314284586,0.465549703692233,0.655094597481388,-5.03872278367934
"Mir5119",-0.629515932030562,-4.20344243363256,-0.734493314284586,0.465549703692233,0.655094597481388,-5.03872278367934
"Gm6580",-0.629515932030562,-4.20344243363256,-0.734493314284586,0.465549703692233,0.655094597481388,-5.03872278367934
"Gm44567",-0.629515932030562,-4.20344243363256,-0.734493314284586,0.465549703692233,0.655094597481388,-5.03872278367934
"Gm20686",-0.629515932030562,-4.20344243363256,-0.734493314284586,0.465549703692233,0.655094597481388,-5.03872278367934
"B430203G13Rik",-0.660741159223596,-3.42313842697027,-0.686688105318181,0.494962329515771,0.683097799379802,-5.03878655365702
"Gm18855",-0.650567099794813,-3.9392820168457,-0.71348800946237,0.478349274964421,0.666407098560215,-5.03880863033292
"Gm11706",-0.659301215832434,-3.67512160005884,-0.696424920857601,0.488890225557766,0.677264292715757,-5.03884051889325
"Tex45",0.665564566351747,-3.55229400103114,0.686991774348036,0.494772332055838,0.682987311583293,-5.03890161408873
"Gm14391",-0.682697866222425,-1.34186818186989,-0.99235190857159,0.325067696377176,0.560463668706373,-5.03897833083112
"B3gnt8",0.740607972170708,-2.1310555564269,0.821351488068831,0.414743992716205,0.617721697858202,-5.03900366519355
"4930478K11Rik",0.639875300923966,-3.02397316745742,0.681920980749045,0.49795022348315,0.685670251255831,-5.03901528228651
"Wfdc6b",-0.630198720495926,-4.20344243363256,-0.73363833431544,0.46606684717853,0.655282020178361,-5.03917844678855
"Lpo",-0.630198720495926,-4.20344243363256,-0.73363833431544,0.46606684717853,0.655282020178361,-5.03917844678855
"Il1r2",-0.630198720495926,-4.20344243363256,-0.73363833431544,0.46606684717853,0.655282020178361,-5.03917844678855
"Gm49095",-0.630198720495926,-4.20344243363256,-0.73363833431544,0.46606684717853,0.655282020178361,-5.03917844678855
"Gm20750",-0.630198720495926,-4.20344243363256,-0.73363833431544,0.46606684717853,0.655282020178361,-5.03917844678855
"Gm14928",-0.630198720495926,-4.20344243363256,-0.73363833431544,0.46606684717853,0.655282020178361,-5.03917844678855
"1700104L18Rik",-0.630198720495926,-4.20344243363256,-0.73363833431544,0.46606684717853,0.655282020178361,-5.03917844678855
"Lcp1",-0.664486986193999,-2.47517620925278,-0.756536474102628,0.452330085410423,0.642652322700438,-5.03939789958908
"Urah",0.464940854303339,0.955674391784286,1.43061787634947,0.15780099852745,0.353463363693633,-5.0394266318493
"Gm12033",0.698113553303486,-2.44740123101787,0.752357846635579,0.454819238787733,0.645177619002995,-5.03946079280257
"AW046200",-0.54189690660812,0.329399809286591,-1.31546599931191,0.19342912894828,0.405993022612658,-5.0394802011089
"Gm7049",-0.64460774445541,-3.67512160005884,-0.695016256821406,0.489766147123308,0.67801527703824,-5.03953999847362
"Gm4247",-0.67375478286742,-2.60688977736922,-0.737470977730953,0.463751188003315,0.653367213676245,-5.03983231005675
"Gm9750",0.639937618131135,-4.08061483460486,0.71973453955236,0.474522476005595,0.663107581612239,-5.03991152298578
"Gm18258",0.639937618131135,-4.08061483460486,0.71973453955236,0.474522476005595,0.663107581612239,-5.03991152298578
"Gm15574",0.639937618131135,-4.08061483460486,0.71973453955236,0.474522476005595,0.663107581612239,-5.03991152298578
"Acr",0.639937618131135,-4.08061483460486,0.71973453955236,0.474522476005595,0.663107581612239,-5.03991152298578
"Tmem181b-ps",-0.255426629879314,3.58903446672378,-1.86268673330946,0.0674740383642093,0.190887382422331,-5.03991506520321
"Gm21112",0.684573232207721,-2.70172660351125,0.711042841492361,0.479851950679652,0.667889149151805,-5.04006078990725
"Gm13381",0.648681773191926,-3.55229400103114,0.684364655522278,0.496417371276986,0.68414601582016,-5.04018198429515
"Themis2",-0.7127304955414,-2.45957847471616,-0.758613039821234,0.451096044586035,0.641593146647781,-5.04021552465997
"Gm12240",0.655533720821237,-3.55229400103114,0.683971241146945,0.496663975250041,0.68432471408209,-5.04037330764584
"Gm7115",-0.626669325127949,-4.20344243363256,-0.730642101904985,0.467881729122901,0.656785399535242,-5.04077120168651
"Gm37496",-0.626669325127949,-4.20344243363256,-0.730642101904985,0.467881729122901,0.656785399535242,-5.04077120168651
"Gm16299",0.682219986761837,-2.32225323595144,0.774046720991827,0.441985712640008,0.632963324268544,-5.04080859219472
"Gm47514",0.637559597635563,-4.08061483460486,0.717651206605493,0.475796864194641,0.663811083533353,-5.04099254014515
"2810404F17Rik",0.637559597635563,-4.08061483460486,0.717651206605493,0.475796864194641,0.663811083533353,-5.04099254014515
"Atp5a1",-0.176804858047584,9.85033771080407,-2.46648919709596,0.0165607179185283,0.0625568576845001,-5.04116840685195
"Ryr2",-0.666111154950532,-2.83241834093297,-0.709105255019928,0.481044565251271,0.66907166216658,-5.04126045390501
"Gm7867",-0.65583853071232,-3.0034970428265,-0.690285830503733,0.492713901799747,0.680932158330164,-5.04128601147715
"Trav14-2",-0.645804693001281,-3.02200226155796,-0.686905558923706,0.494826270639905,0.682987311583293,-5.04129384473073
"Gm8818",-0.661637731678889,-2.47517620925278,-0.753052052519337,0.454405162152942,0.644795352468841,-5.0413279135685
"Gm10601",0.659847991760196,-3.30663880297574,0.673605273525713,0.503185740493278,0.690997888642189,-5.04153369118823
"Gm16574",-0.721969127600585,-2.1954180579293,-0.802157355264443,0.425672697042646,0.617721697858202,-5.04161237711013
"C530005A16Rik",0.695111107459554,-1.76650691428208,0.900903052010497,0.371293029042085,0.600621078500135,-5.04170018301801
"Gm20403",0.65991615112539,-3.30663880297574,0.673210468615669,0.503435046695801,0.691166456516955,-5.04172202480764
"4930447K03Rik",0.641308688488497,-3.28180560921111,0.672177031984126,0.504087944241006,0.691869314617178,-5.04182299685584
"Eda",-0.622517663935125,-3.67512160005884,-0.69002086175164,0.492879304453115,0.68106260298405,-5.04200930950788
"Cxcl3",-0.662479999366149,-3.57861939432718,-0.685345688642651,0.495802721981766,0.683670423368986,-5.04206094625532
"Lrrd1",-0.705177606964334,-1.95348887702206,-0.852821512761132,0.397198078078751,0.604149051305992,-5.04210733401173
"Matn4",-0.659401282641054,-3.41096118327198,-0.679992578329212,0.499161680200146,0.686800365120967,-5.0421183212897
"Lta",0.689227355432194,-1.86027000523884,0.879494854897582,0.3826917729981,0.601494197771718,-5.04215188516779
"4930445N18Rik",-0.677145210090046,-3.23756208533972,-0.677803965356193,0.500538548907477,0.688193250844191,-5.04217119210378
"8430406P12Rik",0.682515796214378,-2.54223805715989,0.730212618525659,0.468142205021879,0.656978779002092,-5.04218993815434
"Abhd11os",0.641367318154121,-2.77831796940202,0.695447253204893,0.489498057280229,0.677825732766289,-5.04220142924053
"Grid2ip",0.652241279949448,-3.816454417818,0.694614059106533,0.490016396596052,0.678242575221075,-5.04240159476324
"Gm7678",-0.674292253601734,-2.19717316917799,-0.797913598359933,0.428112070542489,0.618542661920833,-5.0427340641033
"Gm8655",-0.663512311014713,-2.49368142798424,-0.746168624810956,0.458520578108314,0.649049889917771,-5.04275982068774
"Gm46210",-0.642866365722499,-3.02200226155796,-0.683573272978958,0.496913501802967,0.684553374721704,-5.04292057453374
"Gm11629",-0.681365757748128,-2.73933662603964,-0.713212144621017,0.478518675364581,0.666441039841925,-5.04295529521391
"Scn11a",-0.680018856009444,-1.77753178503422,-0.892155628158693,0.375924233698507,0.600621078500135,-5.04299229654186
