"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Ep300",-0.361712639886239,5.4958421597737,-3.65800032029753,0.000542611461517586,0.00336675555093404,-1.05179425484596
"Rilpl2",0.337845954028139,6.023952846383,3.68900922511006,0.000491612615715305,0.00309819194491988,-1.05247928467345
"Cdk10",0.400475574184732,4.35222117253158,3.58705988633413,0.00067895591493242,0.00410454929578472,-1.05542326047839
"Sertad1",-0.454811217543885,3.99602581901206,-3.56184641453958,0.000734851459295151,0.00439863849166433,-1.05563272586075
"Gm10275",0.306770621053894,7.63729749627901,3.78068031568113,0.00036628134191633,0.00239283363725101,-1.0561011501535
"Ppme1",0.319086646041699,6.54810056238059,3.71769002344123,0.000448548146552509,0.00286113156690244,-1.05633406409413
"Hmx2",-0.626612306877424,2.80059143473369,-3.4736747293182,0.000966778035945113,0.00558253496036228,-1.05993475726429
"Pecr",0.469875238585712,3.63404362344387,3.53598465381145,0.000796721926039685,0.0047172778912328,-1.06098299492926
"Terf1",0.361513475508153,5.19817120111993,3.63778173249232,0.000578544866675793,0.00355978473959349,-1.06179980246984
"Pitpna",-0.308614288406913,7.66261095506602,-3.77776537490349,0.000369745931608786,0.00241315778069817,-1.06845852097548
"Tmem131l",-0.359096175360111,5.56955796104181,-3.656596614205,0.00054503571161889,0.00338026122579537,-1.06911658410376
"Crnn",1.30607726734455,0.383121130508536,3.35579267564819,0.00138689759641755,0.00763240884026079,-1.0692140945751
"Wdr93",1.10458529508627,0.968258041858787,3.36627416473734,0.00134347817495292,0.00742939621778844,-1.07012923299338
"Kcnip3",-0.73252900068514,2.11186911006313,-3.42187306303803,0.00113385950724999,0.0064170573190623,-1.07128835974705
"Zfp991",-0.527993264968795,3.30119573536096,-3.50618218838958,0.000874164907554203,0.00511261964673005,-1.07196524713281
"Gm14325",0.57681536249467,2.8210003458734,3.47240958134619,0.000970564418676825,0.00560321407628077,-1.07337179654022
"Foxg1",-0.382033684659664,4.7631110856733,-3.60590330991403,0.00063985311911072,0.00389749478553567,-1.07466087385361
"Eif2s3x",-0.300702778698896,7.30960838048322,-3.75504419922449,0.000397848836510582,0.00257869883185247,-1.07484119154231
"Ptgfrn",0.287024305501252,8.48167437471765,3.82444930997346,0.000317857006595492,0.00211648897320241,-1.07690540755238
"Gm45716",-1.35028848719409,0.340802930087858,-3.35108373674324,0.00140683327270039,0.00772446280416968,-1.0806659881395
"Arl6ip4",-0.366304554010422,5.16905219145693,-3.62793198471991,0.000596862560527203,0.00366259009894749,-1.08384327989472
"Unc5d",-1.59133696332572,-0.119047523939189,-3.35570590311129,0.00138726252718815,0.00763287886962056,-1.08402958074974
"Pik3c2g",-2.88845151714598,-3.61272234759526,-3.5249076349336,0.000824711217055866,0.00486103297762694,-1.0898727875889
"Ccdc171",0.609754937668973,2.66360958055802,3.45521059095573,0.00102345526596011,0.00586518565825576,-1.09003149504124
"Flrt2",-0.397541949953153,4.69429187185749,-3.59618389949363,0.000659746090770083,0.00400348588903526,-1.09049177399453
"Pitx2",-0.450102231275928,3.75487520277,-3.532500802005,0.000805425970592984,0.00476261736227428,-1.09227211881971
"Rps17",0.297068634799265,8.92944779437762,3.84680983639732,0.000295551739478853,0.0019905780852168,-1.09286947168708
"Rcor2",0.343030137018393,5.9658550025842,3.67205796916163,0.000518894772149044,0.00323651428576381,-1.09373459965299
"Gm7040",-2.81213873380136,-3.09854966361929,-3.49506484385092,0.000904845969507542,0.00526948792692311,-1.09662510650291
"Acsl3",0.386052285625672,4.83993491115356,3.60379092959489,0.000644127320624915,0.00391915881111955,-1.09792306584965
"Zbed5",-0.608411740952948,2.90695436776613,-3.46787471318865,0.000984252555183734,0.00567024989966292,-1.09912516441956
"Plpp1",0.370778632137172,4.73203691915707,3.59571539100845,0.000660719744103651,0.00400850345528514,-1.10199759612956
"Dusp8",0.440989733471297,4.03748733023688,3.5497961626793,0.000763088127353411,0.00454573461903133,-1.10319621357537
"Gm9905",-2.18421868298805,-0.812427770977153,-3.38874166784707,0.00125470045872669,0.00701086667207892,-1.10443866514194
"Maged2",0.311870986155674,6.69355011761374,3.71010163159832,0.000459577260143955,0.00292192694825401,-1.10483405936419
"Insr",0.34676413023689,5.51408810462222,3.64195941300499,0.000570938755928367,0.00352154854684547,-1.10544689148685
"Gm14009",-2.28613434868815,-0.955978178076249,-3.40270315914341,0.00120236218089143,0.00675018587039518,-1.10644879181893
"Hacl1",1.04523516677063,1.03503496990531,3.35321638375877,0.00139777120573164,0.00768450539861361,-1.11121887120454
"Rp1l1",-2.8532247786509,-2.71886050140872,-3.47944522763493,0.000949685056610885,0.00549778457512687,-1.11457650507586
"Gm2415",-1.42377059866194,0.195466873469996,-3.33798934414878,0.00146370302252453,0.00799706651382099,-1.11525796107885
"Arhgdia",-0.281208238736615,9.47850638621757,-3.87324008733529,0.000271122855040222,0.00185088795064583,-1.11680270878932
"Chd4",-0.27931797886593,8.81033779501029,-3.83121238204917,0.000310945601886037,0.00207959626517316,-1.11732399293094
"Tcp1",-0.280592474123148,8.81651010900123,-3.83005449917191,0.000312118557019796,0.00208684507210484,-1.12210582556084
"Stx6",0.319861498506675,6.46548930314365,3.69128781286825,0.000488051625168663,0.00307930354170071,-1.12223699154812
"Knop1",-0.326738480037489,5.9565294222251,-3.66112362007741,0.00053725431210944,0.00333654844229531,-1.12353286444215
"Dpf1",-0.522601758835326,3.59304082987599,-3.50910862498346,0.00086625461364583,0.00507069983597571,-1.12569513011746
"Atl2",0.328787414458324,5.76591027971016,3.64960852699225,0.000557259119320466,0.00344823810815408,-1.12669840603442
"Psma4",-0.31047714537352,6.71285426931909,-3.70285793107332,0.000470347075017316,0.00298137594649439,-1.12891483521876
"Zfp959",-0.825363662177136,1.73089102247014,-3.37604292190439,0.00130417152171441,0.00723694609702403,-1.13285043644684
"Bbs4",0.501822855591608,3.2985630845586,3.48685795214521,0.000928148483212392,0.00539024896450038,-1.13296589427678
"Pla2g4c-ps",-2.8031600182435,-3.12888263590977,-3.48104793868785,0.000944988781679968,0.00547407905416523,-1.13500364746272
"Gm44089",-2.8031600182435,-3.12888263590977,-3.48104793868785,0.000944988781679968,0.00547407905416523,-1.13500364746272
"Crisp1",-2.7475573560385,-2.38128361826677,-3.46365031931915,0.000997168259540771,0.00573015018166663,-1.13590132455576
"Gm12726",-2.82967272007595,-3.62687049719301,-3.50087840022091,0.000888676587680365,0.00518860200551374,-1.14538056314363
"Ldb1",-0.325808181442761,6.50328887871562,-3.68451112975135,0.000498715317020297,0.00313355249928054,-1.14801090643771
"Trim34a",1.12500736384988,0.925951783059399,3.33520017058911,0.00147609401668077,0.00805670583919683,-1.14938295075491
"Odr4",0.394701640900418,4.85965936810236,3.58715308322344,0.000678757029087333,0.00410425557867312,-1.15100063395065
"Adamts10",0.372097333119947,4.9870574700179,3.59495559255434,0.000662301668397166,0.00401631615787729,-1.15121165002092
"H2afv",0.340644915659639,6.33891048455865,3.67387943804808,0.000515895247714225,0.0032226387622668,-1.15290958212794
"Fchsd2",0.369625415388411,4.84999952202156,3.58583435616335,0.000681576417499964,0.00411947924583256,-1.15318740989159
"Mir1932",-2.78169333612224,-3.13295814319719,-3.47199406374885,0.000971811064067072,0.00560685500242542,-1.15548938011907
"A830082K12Rik",-0.562087237542354,2.90862259002292,-3.44645186170175,0.00105143044227613,0.00599904117994864,-1.16084800284844
"Gm45853",1.84265295394713,-0.458242990151443,3.33590695362044,0.00147294476876384,0.00804273201372409,-1.16175687521276
"Wdr46-ps",-2.77942173237335,-3.13295814319719,-3.46803917569338,0.000983752951649535,0.00566856759879592,-1.16392840540037
"Mrps36",-0.408825088355311,4.18142240273627,-3.53734668631779,0.000793343424332359,0.00470135175526123,-1.16526818902398
"Enthd1",-2.01954886009884,-0.799330427797357,-3.35860011693635,0.00137513947280063,0.00757839224697616,-1.16574976531162
"Gm43012",2.05764833297593,-0.742900329009088,3.35104007680007,0.00140701937188047,0.00772446280416968,-1.16608687548961
"Ankrd29",0.43943063579599,3.84257452848082,3.51449334128663,0.000851876953143041,0.00499188926169035,-1.16712730165247
"Gm45463",1.31330201034366,0.350780073674948,3.31738263675469,0.00155761789398848,0.00845099778087493,-1.16755078324442
"Slc27a4",-0.372003901231305,4.72564082485936,-3.5723179068874,0.000711124836480021,0.00427536017387934,-1.16757436823087
"Ano4",-2.79320315930295,-3.12888263590977,-3.46403077200169,0.000995998499988779,0.00572583811351444,-1.17134687776357
"2310043P16Rik",-2.73245651658865,-2.22349062181294,-3.44359544277606,0.00106070957340464,0.00605071993335294,-1.17180972566404
"Riiad1",1.43218010506249,0.254420736794947,3.31534392792794,0.00156721242363528,0.00849461485752454,-1.17192469798834
"Chmp6",-0.344315470565295,5.47402777637125,-3.61678338465169,0.000618263352947237,0.00377778415281499,-1.1719984067647
"Tln2",-0.298572316519427,6.89984948430932,-3.6981633949512,0.000477455298167063,0.00302292414260329,-1.1761081443693
"Grin3b",-2.17430805592973,-0.899597631803704,-3.36373767048988,0.0013538660684467,0.00747682192011401,-1.17712283754344
"Dhrs3",0.391163477005008,4.8123836671459,3.57494304688798,0.000705292139672464,0.00424683846924718,-1.17839076890387
"Fstl1",0.27786750723338,9.49736887167131,3.85515087134796,0.000287622643143023,0.00194456833778325,-1.17858252180968
"Gm9531",-0.406869802969507,4.26585181067974,-3.53748077444828,0.000793011558773677,0.00470040517374274,-1.18123022306377
"Cacna1g",1.53664958415703,-0.0239936418987925,3.31314685153677,0.00157761470961079,0.00854082570883068,-1.18279496150567
"Gda",2.69514333204874,-2.00588575799439,3.44056544784289,0.00107063744316846,0.00609716301576666,-1.18287751133183
"Gm15502",2.86106456376594,-3.23412294437239,3.47232047631613,0.000970831625663554,0.0056035720147949,-1.18458346859337
"Osbp",0.31748111797385,6.32174910844068,3.66128840993012,0.000536973068854736,0.00333556041656421,-1.18811130577949
"Srpk1",-0.300688150657022,6.84021298236228,-3.69032907078415,0.000489546937398646,0.00308731136710042,-1.18940150262086
"Npcd",2.87180446068604,-3.73554994662296,3.49760413482046,0.000897749288479234,0.00523485795868085,-1.19002237934562
"Gm37876",2.87180446068604,-3.73554994662296,3.49760413482046,0.000897749288479234,0.00523485795868085,-1.19002237934562
"C8g",0.739386555482648,2.00301152273393,3.37386315236993,0.00131284681114536,0.00727769140721607,-1.19028886217246
"Arhgap12",0.385493291552178,4.87946290267205,3.57451054933581,0.000706249943073289,0.00425073114293637,-1.19213385233453
"3110001I22Rik",-1.37326959513195,0.245936010414195,-3.30733159765896,0.00160546307330682,0.00867124573978653,-1.19232152465375
"Pxmp4",0.389233680387033,4.48729488703748,3.54832211287682,0.000766612255247339,0.0045637411933811,-1.1957968522015
"Gm44430",-2.75676306157628,-2.62314252835493,-3.44124998515122,0.0010683868596979,0.00608561534788706,-1.19604144227427
"Ctif",0.385230786720944,4.75174022265709,3.56482871205991,0.000728018383593606,0.0043653786387582,-1.19707157877453
"Hsdl1",0.340086581022434,5.56358454714362,3.61375681661909,0.000624198293841628,0.00380978605496945,-1.19868460572604
"Gm18555",-2.75738493218217,-2.60056180233605,-3.43674421977358,0.00108328349564068,0.00616403884464679,-1.20070482963003
"Ccdc130",0.391235708601617,4.37999607009899,3.5394593637017,0.000788129918093967,0.00467552980086725,-1.20114398597003
"Ash2l",-0.297065343972631,7.03773147175193,-3.69750963349873,0.000478453302076177,0.00302783877631382,-1.20244158915719
"Anxa4",0.29200838511379,7.63164078298698,3.73274174967569,0.000427416481813199,0.00274493458816393,-1.20249017621832
"Asap1",0.305185843622063,6.80002148454061,3.68177274556025,0.000503087278368512,0.00315449008275751,-1.20958666595021
"Zfp979",-0.825080540618858,1.82440669117341,-3.35303183146992,0.00139855322086811,0.00768725700528291,-1.21006264651208
"Prickle3",0.564731498469492,2.83925566991487,3.42542757835177,0.00112157111829031,0.00635805325454715,-1.21132288929795
"B230208H11Rik",-1.34468890165592,0.299739069207253,-3.29944973076719,0.00164394929091704,0.00884558094326532,-1.21230946751658
"Jsrp1",1.20429418761162,0.619745212762746,3.30227624034925,0.00163004874695318,0.0087811681067371,-1.21524040460737
"Pop4",-0.337595431005083,5.41481796737807,-3.59872277996736,0.000654493540969864,0.00397514571246977,-1.21539829959467
"Gm20324",-1.63627825761091,-0.180968477261348,-3.3036428455897,0.0016233677376656,0.00875208347728224,-1.21765026002791
"Inip",-0.351567982034196,5.05296186533965,-3.57587980697174,0.000703221844321936,0.00423624065804083,-1.21783354417292
"Hoxa6",-1.22107109050512,0.753308035910605,-3.30273199692534,0.0016278177828677,0.00877261105126668,-1.21840008908729
"Timp3",0.288101363704171,8.04683827448254,3.75223516458652,0.000401462126713713,0.00259903420914447,-1.21879134447129
"Gm13238",-2.74706635430254,-2.60878308772998,-3.42867016441082,0.00111047130922347,0.00630167083145579,-1.21983517286372
"Trim63",2.10401779102188,-0.983600949734776,3.34621125807607,0.00142774629977232,0.00782723714271889,-1.2198935442557
"Ppargc1a",-0.684016788334949,2.27129849019263,-3.37887213234501,0.00129299238981534,0.0071836710455112,-1.22073997510751
"Gm4544",-0.847078191290931,1.71249287009327,-3.34242534968657,0.00144419818010191,0.00790473435639263,-1.2216288201997
"Gm26660",-1.03786694722127,1.1695947322968,-3.3152135753731,0.00156782778005109,0.00849626378048325,-1.22265224946198
"Rxfp2",-2.83907428084366,-3.63678733248445,-3.46315702915679,0.000998686896663257,0.00573759047367788,-1.22771250060998
"Gm7451",-2.69121145008652,-1.62170184595339,-3.4009430570456,0.00120884460201734,0.00678100237208044,-1.22899026273316
"Srsf5",-0.291767961429753,7.30124861541036,-3.70414705734822,0.000468412929396301,0.00297118510174792,-1.22911741732214
"Arhgap33",0.471656070858951,3.63787385513788,3.47787127084255,0.000954318641761816,0.00551759033465804,-1.23060579380974
"Mmd",-0.335851788749148,5.69258507036274,-3.61002156843005,0.000631597856910589,0.00385150573440318,-1.23074517259163
"Nme2",-2.68076376061701,-1.5311745975024,-3.39588005530445,0.00122767658245074,0.00687534135294962,-1.23406231790887
"Dennd6a",0.414886126248174,4.15283556428219,3.51257521743762,0.000856972296459495,0.00501891721359958,-1.23533330702162
"Tmem147os",0.98609257017567,1.18591476243393,3.31065943360345,0.00158947030354385,0.00859351408402961,-1.24019175037958
"Rnf32",1.39832085503941,0.252403065634397,3.28736164797379,0.00170466909924046,0.00912367709760788,-1.24288907921593
"Immt",-0.293435038051127,7.20989775121914,-3.69409005036301,0.000483706080017227,0.00305470904880444,-1.24338983996195
"Kcnk2",0.356973999476458,4.88767529646072,3.55768366007237,0.000744491401488377,0.00444562140836281,-1.24354393289163
"Gm10263",0.646413694396597,2.36164406381612,3.37905716264803,0.00129226444296398,0.0071821338294325,-1.24361090882771
"Tle6",0.374711373653374,4.66214490770097,3.54331345505563,0.000778702961956919,0.00462362291414603,-1.24375913296123
"Plekhn1",0.31594970200037,6.04523268035639,3.62577452727276,0.000600948055385868,0.00368517595967256,-1.2469055851876
"Togaram2",-2.27001515016818,-1.08622012918207,-3.35135205461789,0.00140569008674319,0.0077218224097156,-1.24792115936391
"Smpd3",0.416501044041844,4.1966160836538,3.51115752059622,0.000860756904069088,0.00503959879490021,-1.2479775970619
"Spg20",0.296024644863466,7.04135415785733,3.68232584288036,0.000502201290081053,0.00315110538332797,-1.25043876306228
"Iah1",0.388442544030349,4.33916104004752,3.51928549567294,0.000839272564046455,0.00493178736957533,-1.25239654747908
"Daxx",0.317738846418796,6.06734959742365,3.6249636358605,0.000602490498237718,0.0036929759899837,-1.25316004366977
"Mir7061",2.86146107590756,-3.76820331495217,3.47211624092098,0.000971444347616809,0.00560592366871771,-1.2542406660334
"Glrx5",-0.349829365815131,6.03040859511658,-3.62166698864744,0.00060880022363701,0.00372746809570759,-1.25499089896333
"Nudt12",0.631386044276017,2.47513612435479,3.38279894858887,0.00127762645846752,0.00711132199375716,-1.25586443196979
"Afap1l2",0.328741590072139,5.54899144293861,3.59372771918174,0.000664865774287013,0.00402918102495683,-1.25591120512314
"Ush1g",-1.25279011423425,0.513972798477155,-3.2836785424507,0.00172358616133454,0.0092087590114581,-1.25688211577132
"Ubash3b",-0.33050453980573,5.5263813740131,-3.59001908032429,0.000672667916691781,0.00407057011265858,-1.26119958508853
"Nr4a3",0.82221917517365,1.78154128670412,3.33233448148655,0.0014889281108567,0.00811702134620962,-1.26533264433356
"Nadk",-0.294175931733334,7.79150514374612,-3.72103776410353,0.000443763399417563,0.00283657470690435,-1.26618135064644
"Nrros",-1.39382005676283,0.179033740476773,-3.27733300794416,0.00175664298117556,0.0093688769310471,-1.26827472389972
"Sh2b2",0.420416845385358,4.08942760043659,3.49679836312142,0.00089999546930773,0.00524459587716308,-1.26849967134302
"Prpf40a",-0.314174449149877,6.81892486301689,-3.66202653176968,0.000535715057259249,0.00332926059821992,-1.27124877205809
"Pax5",1.31307534195696,0.37490647258672,3.27672942969094,0.00175981823650188,0.00938214693169794,-1.27157783829364
"Rgma",0.35457253530816,5.06067382491889,3.55893276554271,0.000741586199289704,0.00443215021755394,-1.27165506696786
"9130019O22Rik",-1.02151061524163,1.0996012840629,-3.29361273849268,0.00167300985986937,0.00898400121980652,-1.2723353895208
"Ano8",-0.300624947396034,7.22023173723217,-3.68504038474464,0.000497874534620567,0.00313043055880355,-1.27271605653848
"Zc3h12a",0.336187028836232,5.46605735008178,3.58314870465608,0.000687352786491524,0.00415071705898365,-1.2727451884047
"Mfsd5",-0.315682279349251,6.47927461256683,-3.64166126766308,0.000571478396628799,0.00352265475772971,-1.2733147297959
"Rrp7a",-0.309479164955438,6.43927510488244,-3.6392008833503,0.000575950300034912,0.00354621755198497,-1.27379521451436
"Gm36723",2.23863695821441,-1.0130296180764,3.3252555889341,0.0015210844762066,0.00827250623217959,-1.27487408508263
"Glyr1",-0.295928471052531,7.13340614484916,-3.67901072004993,0.000507534080558046,0.0031779942989678,-1.27559455180155
"Gm15911",-2.67998220003939,-1.79559403314553,-3.38583340294169,0.00126587095758913,0.00705775488253139,-1.27569213779883
"Gm37170",-2.75156756795339,-2.11326773330723,-3.39334633958276,0.00123720478389541,0.00692586122054774,-1.27575576447675
"mt-Tl2",-0.556538598915071,3.14258755337404,-3.42280172716178,0.00113063674551387,0.00640279917249009,-1.27791127183503
"Stoml2",-0.312071354555296,6.74303839495334,-3.65500647321551,0.000547794438152945,0.00339659916499602,-1.2792655133711
"Efnb1",0.418311293167839,4.16262033518205,3.49744866259398,0.000898182269905933,0.00523514690380391,-1.28111268299003
"Gm47370",2.96891075623244,-2.96996252758553,3.41489278368527,0.00115836346960188,0.00652867518357452,-1.28365393125951
"Ccdc84",0.448580620910361,3.71588988002031,3.46491560175248,0.000993282991831501,0.00571383582429804,-1.28465170197247
"Impad1",-0.318077189481772,6.21232481043041,-3.62182276574297,0.000608500655096274,0.00372646947493024,-1.28628908736956
"Pdpr",-0.320277568506082,6.58492786836449,-3.64248455047527,0.000569989444147696,0.00351665199985114,-1.28915276522399
"Rnf38",0.318280562327686,6.03476345395137,3.61092721837856,0.000629796110107338,0.00384137645269178,-1.28956140408103
"Gm8098",-2.69671114996567,-2.12737480769001,-3.38794655199877,0.00125774515488616,0.00702213186352001,-1.28972356589601
"Tceal1",-0.735975777669035,2.13131405272403,-3.34369183272657,0.00143867476613945,0.0078792402404673,-1.29108440587758
"Cavin2",0.389673638648224,4.63091653831426,3.52399655246129,0.000827054493705645,0.00487152223028905,-1.2945677887079
"Smim4",-0.552584766521866,3.14452643846293,-3.41627898058207,0.00115345770242583,0.00650774162812852,-1.29702503255643
"Atpaf2",-0.346074082631328,5.18337069778237,-3.55687383768509,0.000746380694577207,0.00445495467252891,-1.29789433264269
"Gm7962",-2.58810425365003,-1.45388725683926,-3.36269937407807,0.00135814015510648,0.00749529773959026,-1.29821718053093
"Mfsd10",-0.329018234851553,5.65490269491197,-3.58498226849444,0.000683404080540957,0.00412869805914423,-1.29888849378586
"2610028D06Rik",2.79821800117166,-2.73933662603964,3.40524858640818,0.00119304563551088,0.00670201546366914,-1.29941230946408
"Gm17745",2.77360331140131,-2.47505507616534,3.39536751598911,0.00122959839571589,0.00688469210412419,-1.3016114981411
"D730044K07Rik",-2.8220057185593,-3.61272234759526,-3.42380812197784,0.00112715403676905,0.00638440059781216,-1.30182623135535
"Zfp820",-0.58497415707484,2.87966002697197,-3.39292389510137,0.00123880020809475,0.00693053007220721,-1.30534774980739
"Tgfb1",0.308847894187384,6.88245774218058,3.65398831665942,0.000549567830010953,0.00340682150604065,-1.3081174448668
"Dhrs7",0.368188274416681,4.64368410948807,3.51972054231236,0.000838137121428533,0.00492723581805144,-1.30954807505839
"Dhx29",-0.345593591208937,5.08099145024511,-3.54653643390976,0.000770902172435245,0.00458528112016755,-1.30980903832856
"Gm26407",-2.96408376748664,-2.77831796940202,-3.38114843503481,0.00128406386999383,0.00714424044374926,-1.31025042641189
"Ybx1-ps2",-1.24906765611509,0.592886248929392,-3.26400861004035,0.00182801069392931,0.00969009638004045,-1.31033822261833
"Zcchc17",-0.348068296198033,5.10487924467369,-3.54779102139462,0.000767885770067311,0.0045703262256382,-1.3104049642038
"Neu1",0.34417050784705,6.08115559963972,3.60654041947413,0.000638569306284671,0.00389054262532698,-1.31059423400496
"Qrsl1",-0.6101347259201,2.60317299514993,-3.37018125756231,0.00132762455101029,0.00735065766716096,-1.31144140758007
"Flnc",0.282334386309687,8.08174341174746,3.72385093825969,0.000439780482494247,0.00281375014889185,-1.31230779905749
"Taf7",0.607404980563338,2.55552895782772,3.36826490690295,0.0013353781919283,0.00738759568212846,-1.31305312709952
"Sall2",-0.422687216811127,4.06569285623283,-3.47802371083172,0.000953868935083618,0.00551615819786708,-1.31442818899899
"Arl16",-0.387692026748305,4.64998975141199,-3.51743233413236,0.000844125598870479,0.00495390881761362,-1.31466365239477
"Myl6b",0.432278211711783,4.04405459033145,3.47746408345227,0.000955520855224512,0.00552337171753086,-1.31537955285996
"Rap2c",-0.35709569499224,5.43665720752678,-3.56609721624954,0.000725130352605548,0.00434903020834608,-1.31587460798766
"Efnb2",0.629494696126049,2.50910956698221,3.36333521745898,0.00135552123086241,0.00748386944018596,-1.31671391767656
"3300002P13Rik",2.83668564528819,-2.96713368115158,3.3985518976213,0.00121770423833147,0.00682789520248816,-1.31732170687998
"Plec",0.271292844233697,10.2372525047301,3.8589685228983,0.00028406206953634,0.0019223997355214,-1.31752056143119
"Rab28",0.337211248850459,5.89632366989912,3.5931931273091,0.000665985089923414,0.00403506874873279,-1.31826968612482
"2310047D07Rik",2.72767794673472,-1.89623311850927,3.3724886766869,0.00131834514106419,0.00730668779521814,-1.3197618023975
"Olfr656",-2.82136194018872,-3.62111096018695,-3.41569349620769,0.00115552733208402,0.00651672549715373,-1.32133951099861
"Tacc2",-0.296851058721071,7.30388935176493,-3.67372938972598,0.000516141713881679,0.0032226387622668,-1.32195819360844
"Pih1d2",-1.2122871338636,0.637540501898136,-3.26042388597945,0.00184767238106561,0.00977987782705146,-1.32230796982674
"Gm6634",-0.553106318763631,2.94418721373975,-3.39132646154796,0.00124485077969804,0.00695867763382076,-1.32451621570551
"Gas2l1",-0.318188145263557,6.42828622233931,-3.62150237659018,0.000609116935235715,0.0037285712061156,-1.32500625522366
"Megf8",0.283108159520401,8.04343391785759,3.71724524165276,0.00044918755221571,0.00286445759320297,-1.32537116007847
"Gdf11",-0.347988379097695,5.00571859980517,-3.53598510453535,0.000796720805764614,0.0047172778912328,-1.32705749935723
"Lgalsl",0.350236521809145,5.21336525174591,3.5490887170754,0.000764777544771661,0.00455381169103353,-1.32845653293143
"Pttg1",0.33841634733723,5.40981918773094,3.56006992180594,0.000738950761469156,0.00441930101695975,-1.33117702390996
"Fam71f2",1.28893113343947,0.533554633147166,3.25550900461505,0.00187495376831234,0.00990508077990038,-1.3312456430511
"Zfp608",-0.386443808666636,4.71051263268358,-3.51499574736871,0.000850547119623494,0.00498516638668357,-1.33300703576315
"Trap1",0.292854965187526,7.28905028382827,3.66955005438894,0.000523051988942267,0.00325872248734804,-1.33321278186922
"4933412E12Rik",0.412447700795192,4.15317495244908,3.47883845062075,0.000951468816335273,0.00550577642883393,-1.33359350437644
"Gm44684",-2.7778352260091,-3.64713082717316,-3.4136574026066,0.0011627521528891,0.00654800433882091,-1.33386951675301
"Atxn7",-0.477400154629224,3.67149045893227,-3.44278805158207,0.00106334644719937,0.00606196272101738,-1.33399165104103
"Cdk6",0.304659089534871,6.71776573297572,3.63466952533772,0.000584273886254812,0.00359098964932707,-1.33741970414074
"Pafah2",-0.339237887743156,5.45285759475388,-3.55991326604418,0.000739313291550842,0.00442050099679852,-1.33742421080303
"Trpv6",-2.74075531655379,-3.14680076648512,-3.3874290071535,0.00125973071913664,0.00702890616008669,-1.3383457505687
"Gm43693",-2.74075531655379,-3.14680076648512,-3.3874290071535,0.00125973071913664,0.00702890616008669,-1.3383457505687
"Lpar4",-0.688148806434674,2.27344897115986,-3.33623086042139,0.00147150364348349,0.00803770364024176,-1.33857820958691
"Gm36618",-1.62362479164767,-0.055744512392032,-3.25134054271885,0.00189838883771453,0.0100153214821234,-1.33901511455446
"Gm46432",-2.07171458814844,-0.75410231615448,-3.28265699577322,0.00172886796034806,0.00923517163404236,-1.33947847913505
"2900089D17Rik",-1.65130325611563,-0.287774857507902,-3.25608644129537,0.0018717289909026,0.00988995811814579,-1.33978705794567
"Ccdc9",0.366517946782631,5.46988542480536,3.56056046851232,0.000737816641350977,0.00441445202133461,-1.34019155982966
"Pou2f1",0.393125415394344,4.55449895107861,3.50327376670052,0.000882094504536906,0.0051545804912025,-1.34069753444787
"Qdpr",-0.329358917257757,5.77906437717972,-3.57714781797567,0.000700428686098436,0.004221455584104,-1.34401245545536
"Rpl31-ps12",2.8021992746936,-3.24163759262714,3.3971692194959,0.00122285530915838,0.00685255693149764,-1.34428286073328
"Mindy4",0.466446183189505,3.492436339974,3.42730546555651,0.00111513010618677,0.00632679364422235,-1.34548212527477
"Atp8a1",-2.74136920515014,-3.15321847317735,-3.38398252179412,0.00127302904795618,0.00709006816490711,-1.34727097169598
"Rex2",-2.72646667253971,-2.09829932609175,-3.35816806458001,0.00137694283656821,0.00758619146011651,-1.34871745771089
"Hspb8",0.294237669899331,7.19731159738834,3.65846769890487,0.00054180657014781,0.00336252545705142,-1.35035473332027
"Zfp598",0.310459641880893,6.58896632453464,3.62251075068818,0.000607179300866572,0.00371921156769033,-1.35132770649919
"Rpl29",0.281626120256716,8.20860976935839,3.71812848769189,0.000447918675289684,0.00285778394068584,-1.35340713313027
"Scrn1",0.303118858850642,6.31832590706947,3.60449519434608,0.000642699291153372,0.00391233915379856,-1.35816349332955
"Gm8705",-2.58302395533634,-1.92967312685171,-3.35157870453048,0.00140472511414246,0.00771810973512353,-1.36126611363302
"Rbm39",0.30166339584064,8.13728565332895,3.71104598155585,0.000458190721359367,0.00291582708649737,-1.36173468624247
"Gm26510",0.99231593949295,1.11779336784735,3.26197096484091,0.00183916256803027,0.00974049888386395,-1.36177891962486
"Ly96",-0.994470334380086,1.17210651710332,-3.26178794359053,0.0018401673598747,0.00974393059842902,-1.36354277382212
"Gm28875",0.410913858485973,4.07956288702827,3.46309329839308,0.00099888325747481,0.00573759047367788,-1.36441683626442
"Snrnp27",0.352765471742274,5.00498373743128,3.52356976065352,0.000828154366151759,0.00487589721356319,-1.36556166179785
"Gm5514",-2.71731639231699,-3.17312615978116,-3.37761810034512,0.00129793624350263,0.00720673952853324,-1.36598476778777
"Lsm11",0.371353404643119,4.63640081300746,3.49902170108183,0.000893810584667586,0.00521634657737076,-1.36866028113174
"Mien1",0.555344585198701,2.86591443485168,3.37124245570288,0.00132334923767597,0.00732995895197111,-1.3697294166829
